,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,INTERPROVINCIAL
293225,07/10/2019,es,Cádiz,Granada,11.0,7,6,4,5,0,Andalucía,Andalucía,No
375783,07/10/2019,es,Cádiz,Sevilla,93.0,36,39,14,34,1,Andalucía,Andalucía,No
476565,07/10/2019,es,Cádiz,Algeciras,33.0,6,12,3,11,0,Andalucía,Andalucía,Si
522986,07/10/2019,es,Cádiz,Marbella,7.0,1,4,1,4,0,Andalucía,Andalucía,No
565255,07/10/2019,es,Cádiz,Málaga,10.0,5,7,3,7,0,Andalucía,Andalucía,No
896172,07/10/2019,es,Cádiz,Dos Hermanas,3.0,3,1,1,1,0,Andalucía,Andalucía,No
921624,07/10/2019,es,Cádiz,Tarifa,6.0,2,2,1,2,0,Andalucía,Andalucía,Si
999084,07/10/2019,es,Cádiz,Ubrique,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
292873,24/09/2018,es,Cádiz,Granada,11.0,8,8,5,7,0,Andalucía,Andalucía,No
375405,24/09/2018,es,Cádiz,Sevilla,104.0,30,38,16,35,4,Andalucía,Andalucía,No
476202,24/09/2018,es,Cádiz,Algeciras,33.0,2,12,2,12,2,Andalucía,Andalucía,Si
564879,24/09/2018,es,Cádiz,Málaga,23.0,12,7,5,7,2,Andalucía,Andalucía,No
808502,24/09/2018,es,Cádiz,Torremolinos,3.0,1,2,1,2,2,Andalucía,Andalucía,No
292887,09/10/2018,es,Cádiz,Granada,6.0,3,2,1,2,0,Andalucía,Andalucía,No
375420,09/10/2018,es,Cádiz,Sevilla,86.0,25,33,12,32,1,Andalucía,Andalucía,No
476217,09/10/2018,es,Cádiz,Algeciras,28.0,1,11,1,11,1,Andalucía,Andalucía,Si
564894,09/10/2018,es,Cádiz,Málaga,24.0,9,9,4,9,4,Andalucía,Andalucía,No
921557,09/10/2018,es,Cádiz,Tarifa,4.0,1,1,1,1,0,Andalucía,Andalucía,Si
292889,11/10/2018,es,Cádiz,Granada,42.0,19,19,9,18,5,Andalucía,Andalucía,No
375422,11/10/2018,es,Cádiz,Sevilla,175.0,74,72,38,70,7,Andalucía,Andalucía,No
476219,11/10/2018,es,Cádiz,Algeciras,43.0,7,18,7,18,1,Andalucía,Andalucía,Si
522779,11/10/2018,es,Cádiz,Marbella,5.0,1,3,1,3,0,Andalucía,Andalucía,No
564896,11/10/2018,es,Cádiz,Málaga,43.0,28,19,14,18,0,Andalucía,Andalucía,No
652706,11/10/2018,es,Cádiz,Jaén,5.0,3,2,1,2,0,Andalucía,Andalucía,No
662965,11/10/2018,es,Cádiz,San Roque,7.0,1,5,1,5,1,Andalucía,Andalucía,Si
674889,11/10/2018,es,Cádiz,Córdoba,36.0,3,17,3,14,1,Andalucía,Andalucía,No
784000,11/10/2018,es,Cádiz,Almería,2.0,2,3,1,3,1,Andalucía,Andalucía,No
859594,11/10/2018,es,Cádiz,Linares,4.0,1,2,1,2,1,Andalucía,Andalucía,No
871441,11/10/2018,es,Cádiz,Huelva,6.0,6,3,3,3,0,Andalucía,Andalucía,No
892057,11/10/2018,es,Cádiz,Fuengirola,2.0,1,1,1,1,0,Andalucía,Andalucía,No
908631,11/10/2018,es,Cádiz,Roquetas de Mar,4.0,2,1,1,1,0,Andalucía,Andalucía,No
937914,11/10/2018,es,Cádiz,Estepona,11.0,3,5,2,5,0,Andalucía,Andalucía,No
976265,11/10/2018,es,Cádiz,La Línea de la Concepción,8.0,3,5,3,5,1,Andalucía,Andalucía,No
999055,11/10/2018,es,Cádiz,Ubrique,8.0,2,3,1,3,0,Andalucía,Andalucía,Si
1011651,11/10/2018,es,Cádiz,Los Barrios,11.0,1,7,1,5,0,Andalucía,Andalucía,No
293213,24/09/2019,es,Cádiz,Granada,8.0,5,3,2,3,0,Andalucía,Andalucía,No
375770,24/09/2019,es,Cádiz,Sevilla,77.0,29,30,14,28,5,Andalucía,Andalucía,No
476552,24/09/2019,es,Cádiz,Algeciras,32.0,7,10,4,10,2,Andalucía,Andalucía,Si
522977,24/09/2019,es,Cádiz,Marbella,8.0,1,3,1,3,1,Andalucía,Andalucía,No
565242,24/09/2019,es,Cádiz,Málaga,4.0,1,3,1,3,0,Andalucía,Andalucía,No
675025,24/09/2019,es,Cádiz,Córdoba,7.0,1,3,1,3,1,Andalucía,Andalucía,No
293227,09/10/2019,es,Cádiz,Granada,12.0,5,4,3,3,0,Andalucía,Andalucía,No
375785,09/10/2019,es,Cádiz,Sevilla,84.0,30,32,15,30,1,Andalucía,Andalucía,No
476567,09/10/2019,es,Cádiz,Algeciras,45.0,5,16,4,16,0,Andalucía,Andalucía,Si
522987,09/10/2019,es,Cádiz,Marbella,4.0,1,4,1,4,1,Andalucía,Andalucía,No
565257,09/10/2019,es,Cádiz,Málaga,4.0,2,3,2,3,0,Andalucía,Andalucía,No
871607,09/10/2019,es,Cádiz,Huelva,4.0,4,2,2,2,0,Andalucía,Andalucía,No
896173,09/10/2019,es,Cádiz,Dos Hermanas,6.0,2,2,1,2,0,Andalucía,Andalucía,No
921626,09/10/2019,es,Cádiz,Tarifa,3.0,2,1,1,1,0,Andalucía,Andalucía,Si
293229,11/10/2019,es,Cádiz,Granada,15.0,7,5,4,4,0,Andalucía,Andalucía,No
375787,11/10/2019,es,Cádiz,Sevilla,189.0,73,86,38,80,7,Andalucía,Andalucía,No
476569,11/10/2019,es,Cádiz,Algeciras,25.0,12,12,6,11,1,Andalucía,Andalucía,Si
522988,11/10/2019,es,Cádiz,Marbella,2.0,1,4,1,4,0,Andalucía,Andalucía,No
565259,11/10/2019,es,Cádiz,Málaga,28.0,17,13,8,13,1,Andalucía,Andalucía,No
652734,11/10/2019,es,Cádiz,Jaén,8.0,4,4,2,4,1,Andalucía,Andalucía,No
663024,11/10/2019,es,Cádiz,San Roque,3.0,2,1,1,1,0,Andalucía,Andalucía,Si
675031,11/10/2019,es,Cádiz,Córdoba,10.0,3,10,2,10,1,Andalucía,Andalucía,No
767002,11/10/2019,es,Cádiz,Vélez-Málaga,1.0,1,1,1,1,0,Andalucía,Andalucía,No
808586,11/10/2019,es,Cádiz,Torremolinos,3.0,3,1,1,1,0,Andalucía,Andalucía,No
854120,11/10/2019,es,Cádiz,Écija,1.0,1,2,1,2,0,Andalucía,Andalucía,No
859619,11/10/2019,es,Cádiz,Linares,3.0,2,1,1,1,0,Andalucía,Andalucía,No
871608,11/10/2019,es,Cádiz,Huelva,5.0,3,4,1,4,0,Andalucía,Andalucía,No
877871,11/10/2019,es,Cádiz,Mijas,2.0,2,2,2,2,0,Andalucía,Andalucía,No
896174,11/10/2019,es,Cádiz,Dos Hermanas,5.0,1,3,1,3,0,Andalucía,Andalucía,No
908661,11/10/2019,es,Cádiz,Roquetas de Mar,4.0,1,1,1,1,0,Andalucía,Andalucía,No
938001,11/10/2019,es,Cádiz,Estepona,1.0,1,1,1,1,0,Andalucía,Andalucía,No
976404,11/10/2019,es,Cádiz,La Línea de la Concepción,10.0,2,3,1,3,0,Andalucía,Andalucía,No
1011725,11/10/2019,es,Cádiz,Los Barrios,10.0,1,5,1,5,0,Andalucía,Andalucía,No
1014665,11/10/2019,es,Cádiz,Campillos,2.0,1,1,1,1,0,Andalucía,Andalucía,No
292784,26/06/2018,es,Cádiz,Granada,4.0,3,2,2,2,0,Andalucía,Andalucía,No
375315,26/06/2018,es,Cádiz,Sevilla,72.0,29,28,14,27,3,Andalucía,Andalucía,No
476119,26/06/2018,es,Cádiz,Algeciras,24.0,8,11,4,11,0,Andalucía,Andalucía,Si
564789,26/06/2018,es,Cádiz,Málaga,14.0,7,6,3,6,1,Andalucía,Andalucía,No
292804,16/07/2018,es,Cádiz,Granada,17.0,7,9,4,9,1,Andalucía,Andalucía,No
375335,16/07/2018,es,Cádiz,Sevilla,120.0,44,52,21,52,4,Andalucía,Andalucía,No
476137,16/07/2018,es,Cádiz,Algeciras,26.0,3,9,3,9,2,Andalucía,Andalucía,Si
564809,16/07/2018,es,Cádiz,Málaga,19.0,14,8,6,7,1,Andalucía,Andalucía,No
674861,16/07/2018,es,Cádiz,Córdoba,12.0,3,8,2,8,1,Andalucía,Andalucía,No
808491,16/07/2018,es,Cádiz,Torremolinos,2.0,2,1,1,1,0,Andalucía,Andalucía,No
877787,16/07/2018,es,Cádiz,Mijas,1.0,1,1,1,1,0,Andalucía,Andalucía,No
921529,16/07/2018,es,Cádiz,Tarifa,2.0,1,2,1,2,1,Andalucía,Andalucía,Si
976239,16/07/2018,es,Cádiz,La Línea de la Concepción,8.0,1,3,1,3,0,Andalucía,Andalucía,No
1002261,16/07/2018,es,Cádiz,Villamartín,6.0,1,2,1,2,0,Andalucía,Andalucía,Si
293129,26/06/2019,es,Cádiz,Granada,20.0,14,9,6,9,0,Andalucía,Andalucía,No
375680,26/06/2019,es,Cádiz,Sevilla,83.0,46,34,21,30,1,Andalucía,Andalucía,No
476468,26/06/2019,es,Cádiz,Algeciras,33.0,8,13,5,13,1,Andalucía,Andalucía,Si
522924,26/06/2019,es,Cádiz,Marbella,8.0,4,4,2,4,0,Andalucía,Andalucía,No
565153,26/06/2019,es,Cádiz,Málaga,11.0,11,4,4,4,0,Andalucía,Andalucía,No
674992,26/06/2019,es,Cádiz,Córdoba,5.0,2,2,1,2,0,Andalucía,Andalucía,No
784048,26/06/2019,es,Cádiz,Almería,2.0,1,1,1,1,0,Andalucía,Andalucía,No
871566,26/06/2019,es,Cádiz,Huelva,2.0,2,1,1,1,0,Andalucía,Andalucía,No
293149,16/07/2019,es,Cádiz,Granada,9.0,3,5,2,4,0,Andalucía,Andalucía,No
375700,16/07/2019,es,Cádiz,Sevilla,106.0,25,42,12,39,1,Andalucía,Andalucía,No
476487,16/07/2019,es,Cádiz,Algeciras,16.0,1,7,1,7,1,Andalucía,Andalucía,Si
522938,16/07/2019,es,Cádiz,Marbella,11.0,2,6,2,5,0,Andalucía,Andalucía,No
565173,16/07/2019,es,Cádiz,Málaga,31.0,13,13,6,10,0,Andalucía,Andalucía,No
877846,16/07/2019,es,Cádiz,Mijas,2.0,2,2,1,2,0,Andalucía,Andalucía,No
985000,16/07/2019,es,Cádiz,Ayamonte,1.0,1,1,1,1,0,Andalucía,Andalucía,No
375102,25/11/2017,es,Cádiz,Sevilla,73.0,29,28,14,25,3,Andalucía,Andalucía,No
475920,25/11/2017,es,Cádiz,Algeciras,14.0,1,5,1,5,1,Andalucía,Andalucía,Si
564582,25/11/2017,es,Cádiz,Málaga,13.0,3,5,1,5,2,Andalucía,Andalucía,No
871303,25/11/2017,es,Cádiz,Huelva,5.0,1,4,1,4,2,Andalucía,Andalucía,No
1011608,25/11/2017,es,Cádiz,Los Barrios,3.0,2,1,1,1,0,Andalucía,Andalucía,No
292771,11/06/2018,es,Cádiz,Granada,3.0,3,2,1,2,0,Andalucía,Andalucía,No
375300,11/06/2018,es,Cádiz,Sevilla,94.0,35,39,16,39,2,Andalucía,Andalucía,No
476104,11/06/2018,es,Cádiz,Algeciras,30.0,7,12,4,10,1,Andalucía,Andalucía,Si
564775,11/06/2018,es,Cádiz,Málaga,12.0,4,5,2,5,0,Andalucía,Andalucía,No
674845,11/06/2018,es,Cádiz,Córdoba,6.0,1,4,1,4,0,Andalucía,Andalucía,No
892045,11/06/2018,es,Cádiz,Fuengirola,3.0,1,1,1,1,0,Andalucía,Andalucía,No
292896,18/10/2018,es,Cádiz,Granada,4.0,2,2,1,2,0,Andalucía,Andalucía,No
375429,18/10/2018,es,Cádiz,Sevilla,93.0,21,40,13,39,4,Andalucía,Andalucía,No
476226,18/10/2018,es,Cádiz,Algeciras,42.0,6,16,5,16,2,Andalucía,Andalucía,Si
564903,18/10/2018,es,Cádiz,Málaga,16.0,6,7,3,7,0,Andalucía,Andalucía,No
808505,18/10/2018,es,Cádiz,Torremolinos,2.0,1,1,1,1,1,Andalucía,Andalucía,No
871443,18/10/2018,es,Cádiz,Huelva,1.0,1,1,1,1,0,Andalucía,Andalucía,No
937916,18/10/2018,es,Cádiz,Estepona,5.0,2,2,1,2,0,Andalucía,Andalucía,No
375665,11/06/2019,es,Cádiz,Sevilla,110.0,37,46,22,41,2,Andalucía,Andalucía,No
476453,11/06/2019,es,Cádiz,Algeciras,26.0,2,10,2,10,0,Andalucía,Andalucía,Si
565138,11/06/2019,es,Cádiz,Málaga,8.0,6,3,3,3,0,Andalucía,Andalucía,No
976361,11/06/2019,es,Cádiz,La Línea de la Concepción,6.0,1,3,1,3,0,Andalucía,Andalucía,No
375791,15/10/2019,es,Cádiz,Sevilla,106.0,35,38,18,33,1,Andalucía,Andalucía,No
476572,15/10/2019,es,Cádiz,Algeciras,18.0,5,8,3,8,0,Andalucía,Andalucía,Si
565263,15/10/2019,es,Cádiz,Málaga,6.0,6,3,3,3,0,Andalucía,Andalucía,No
976406,15/10/2019,es,Cádiz,La Línea de la Concepción,9.0,3,4,2,4,0,Andalucía,Andalucía,No
1011726,15/10/2019,es,Cádiz,Los Barrios,8.0,2,3,1,3,0,Andalucía,Andalucía,No
292728,26/04/2018,es,Cádiz,Granada,19.0,9,8,4,8,0,Andalucía,Andalucía,No
375254,26/04/2018,es,Cádiz,Sevilla,76.0,19,29,9,28,3,Andalucía,Andalucía,No
476062,26/04/2018,es,Cádiz,Algeciras,24.0,8,8,4,8,1,Andalucía,Andalucía,Si
564730,26/04/2018,es,Cádiz,Málaga,7.0,7,4,4,4,0,Andalucía,Andalucía,No
674826,26/04/2018,es,Cádiz,Córdoba,10.0,2,3,1,3,0,Andalucía,Andalucía,No
871374,26/04/2018,es,Cádiz,Huelva,3.0,1,2,1,2,0,Andalucía,Andalucía,No
892036,26/04/2018,es,Cádiz,Fuengirola,3.0,3,1,1,1,0,Andalucía,Andalucía,No
976217,26/04/2018,es,Cádiz,La Línea de la Concepción,14.0,2,5,1,5,0,Andalucía,Andalucía,No
1002260,26/04/2018,es,Cádiz,Villamartín,6.0,1,3,1,3,0,Andalucía,Andalucía,Si
292863,13/09/2018,es,Cádiz,Granada,17.0,8,8,4,8,1,Andalucía,Andalucía,No
375394,13/09/2018,es,Cádiz,Sevilla,77.0,31,28,13,28,3,Andalucía,Andalucía,No
476191,13/09/2018,es,Cádiz,Algeciras,36.0,3,13,2,11,2,Andalucía,Andalucía,Si
522764,13/09/2018,es,Cádiz,Marbella,7.0,2,3,1,3,0,Andalucía,Andalucía,No
564868,13/09/2018,es,Cádiz,Málaga,17.0,12,7,4,7,0,Andalucía,Andalucía,No
976255,13/09/2018,es,Cádiz,La Línea de la Concepción,6.0,2,2,1,2,0,Andalucía,Andalucía,No
293071,26/04/2019,es,Cádiz,Granada,26.0,10,17,6,14,1,Andalucía,Andalucía,No
375619,26/04/2019,es,Cádiz,Sevilla,169.0,62,70,32,69,4,Andalucía,Andalucía,No
476407,26/04/2019,es,Cádiz,Algeciras,34.0,5,14,5,14,2,Andalucía,Andalucía,Si
522887,26/04/2019,es,Cádiz,Marbella,14.0,4,10,4,9,0,Andalucía,Andalucía,No
565092,26/04/2019,es,Cádiz,Málaga,55.0,23,25,14,24,0,Andalucía,Andalucía,No
652724,26/04/2019,es,Cádiz,Jaén,1.0,1,1,1,1,0,Andalucía,Andalucía,No
674966,26/04/2019,es,Cádiz,Córdoba,29.0,2,11,2,11,1,Andalucía,Andalucía,No
768916,26/04/2019,es,Cádiz,Antequera,2.0,2,2,1,2,0,Andalucía,Andalucía,No
784038,26/04/2019,es,Cádiz,Almería,2.0,1,1,1,1,0,Andalucía,Andalucía,No
808540,26/04/2019,es,Cádiz,Torremolinos,1.0,1,1,1,1,0,Andalucía,Andalucía,No
844727,26/04/2019,es,Cádiz,Guadix,1.0,1,1,1,1,0,Andalucía,Andalucía,No
871536,26/04/2019,es,Cádiz,Huelva,11.0,2,6,2,5,0,Andalucía,Andalucía,No
877829,26/04/2019,es,Cádiz,Mijas,4.0,3,4,3,4,0,Andalucía,Andalucía,No
896151,26/04/2019,es,Cádiz,Dos Hermanas,8.0,1,4,1,4,0,Andalucía,Andalucía,No
931562,26/04/2019,es,Cádiz,Manilva,4.0,2,3,1,2,1,Andalucía,Andalucía,No
976341,26/04/2019,es,Cádiz,La Línea de la Concepción,5.0,5,2,2,2,0,Andalucía,Andalucía,No
999073,26/04/2019,es,Cádiz,Ubrique,14.0,2,5,2,5,0,Andalucía,Andalucía,Si
1005316,26/04/2019,es,Cádiz,Los Palacios y Villafranca,4.0,1,2,1,2,0,Andalucía,Andalucía,No
1011687,26/04/2019,es,Cádiz,Los Barrios,6.0,1,3,1,3,1,Andalucía,Andalucía,No
293074,29/04/2019,es,Cádiz,Granada,3.0,2,2,2,2,0,Andalucía,Andalucía,No
375622,29/04/2019,es,Cádiz,Sevilla,102.0,43,44,21,41,1,Andalucía,Andalucía,No
476410,29/04/2019,es,Cádiz,Algeciras,37.0,5,15,5,14,0,Andalucía,Andalucía,Si
565095,29/04/2019,es,Cádiz,Málaga,20.0,14,9,7,9,1,Andalucía,Andalucía,No
784039,29/04/2019,es,Cádiz,Almería,2.0,1,2,1,2,0,Andalucía,Andalucía,No
937958,29/04/2019,es,Cádiz,Estepona,4.0,1,2,1,2,0,Andalucía,Andalucía,No
293204,13/09/2019,es,Cádiz,Granada,26.0,13,11,7,11,1,Andalucía,Andalucía,No
375759,13/09/2019,es,Cádiz,Sevilla,195.0,58,74,26,63,8,Andalucía,Andalucía,No
476542,13/09/2019,es,Cádiz,Algeciras,42.0,9,14,4,14,0,Andalucía,Andalucía,Si
522973,13/09/2019,es,Cádiz,Marbella,7.0,4,6,3,6,0,Andalucía,Andalucía,No
565231,13/09/2019,es,Cádiz,Málaga,44.0,15,19,9,19,1,Andalucía,Andalucía,No
675019,13/09/2019,es,Cádiz,Córdoba,32.0,3,14,2,14,0,Andalucía,Andalucía,No
779186,13/09/2019,es,Cádiz,Úbeda,5.0,1,2,1,2,0,Andalucía,Andalucía,No
808581,13/09/2019,es,Cádiz,Torremolinos,7.0,1,2,1,2,1,Andalucía,Andalucía,No
854118,13/09/2019,es,Cádiz,Écija,6.0,1,2,1,2,0,Andalucía,Andalucía,No
871599,13/09/2019,es,Cádiz,Huelva,10.0,2,5,2,5,0,Andalucía,Andalucía,No
877864,13/09/2019,es,Cádiz,Mijas,2.0,2,1,1,1,0,Andalucía,Andalucía,No
976393,13/09/2019,es,Cádiz,La Línea de la Concepción,12.0,3,4,2,4,0,Andalucía,Andalucía,No
292847,28/08/2018,es,Cádiz,Granada,14.0,3,7,2,7,2,Andalucía,Andalucía,No
375378,28/08/2018,es,Cádiz,Sevilla,72.0,23,31,9,29,4,Andalucía,Andalucía,No
476175,28/08/2018,es,Cádiz,Algeciras,28.0,4,12,3,12,2,Andalucía,Andalucía,Si
522755,28/08/2018,es,Cádiz,Marbella,6.0,2,3,1,3,1,Andalucía,Andalucía,No
564852,28/08/2018,es,Cádiz,Málaga,30.0,10,11,5,11,3,Andalucía,Andalucía,No
921546,28/08/2018,es,Cádiz,Tarifa,21.0,2,6,1,3,1,Andalucía,Andalucía,Si
456934,28/08/2019,es,Dos Hermanas,Jerez de la Frontera,15.0,1,6,1,6,2,Andalucía,Andalucía,No
477050,28/08/2019,es,Dos Hermanas,Algeciras,3.0,1,1,1,1,0,Andalucía,Andalucía,No
931618,28/08/2019,es,Dos Hermanas,Manilva,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1000073,28/08/2019,es,Dos Hermanas,Chipiona,9.0,1,4,1,4,1,Andalucía,Andalucía,No
566116,25/12/2017,es,Dos Hermanas,Málaga,9.0,1,3,1,3,0,Andalucía,Andalucía,No
476943,01/01/2018,es,Dos Hermanas,Algeciras,8.0,1,4,1,4,0,Andalucía,Andalucía,No
294023,06/01/2018,es,Dos Hermanas,Granada,4.0,1,2,1,2,0,Andalucía,Andalucía,No
294042,30/03/2018,es,Dos Hermanas,Granada,3.0,2,1,1,1,0,Andalucía,Andalucía,No
476963,01/05/2018,es,Dos Hermanas,Algeciras,3.0,1,3,1,3,0,Andalucía,Andalucía,No
653383,01/05/2018,es,Dos Hermanas,Jaén,3.0,2,1,1,1,0,Andalucía,Andalucía,No
992971,15/08/2018,es,Dos Hermanas,Vejer de la Frontera,5.0,2,2,1,2,1,Andalucía,Andalucía,No
513245,12/10/2018,es,Dos Hermanas,El Puerto de Santa María,1.0,1,2,1,2,0,Andalucía,Andalucía,No
769167,12/10/2018,es,Dos Hermanas,Antequera,2.0,1,1,1,1,0,Andalucía,Andalucía,No
294090,01/11/2018,es,Dos Hermanas,Granada,3.0,1,1,1,1,0,Andalucía,Andalucía,No
779518,01/11/2018,es,Dos Hermanas,Úbeda,1.0,1,1,1,1,0,Andalucía,Andalucía,No
294102,06/12/2018,es,Dos Hermanas,Granada,10.0,3,4,2,4,0,Andalucía,Andalucía,No
675278,06/12/2018,es,Dos Hermanas,Córdoba,7.0,2,3,1,3,0,Andalucía,Andalucía,No
566173,01/01/2019,es,Dos Hermanas,Málaga,4.0,1,2,1,2,0,Andalucía,Andalucía,No
477017,01/05/2019,es,Dos Hermanas,Algeciras,4.0,1,2,1,2,0,Andalucía,Andalucía,No
566201,01/05/2019,es,Dos Hermanas,Málaga,6.0,2,2,1,1,0,Andalucía,Andalucía,No
675295,01/05/2019,es,Dos Hermanas,Córdoba,7.0,2,3,1,3,0,Andalucía,Andalucía,No
897650,01/05/2019,es,Dos Hermanas,Ronda,4.0,3,1,1,1,0,Andalucía,Andalucía,No
456932,15/08/2019,es,Dos Hermanas,Jerez de la Frontera,4.0,2,2,1,2,1,Andalucía,Andalucía,No
566218,15/08/2019,es,Dos Hermanas,Málaga,10.0,3,4,1,3,0,Andalucía,Andalucía,No
885156,15/08/2019,es,Dos Hermanas,Puerto Real,2.0,2,1,1,1,0,Andalucía,Andalucía,No
996117,12/10/2019,es,Dos Hermanas,Sanlúcar de Barrameda,3.0,1,1,1,1,0,Andalucía,Andalucía,No
675260,31/05/2018,es,Dos Hermanas,Córdoba,5.0,2,2,1,2,0,Andalucía,Andalucía,No
477020,08/05/2019,es,Dos Hermanas,Algeciras,3.0,3,1,1,1,0,Andalucía,Andalucía,No
974891,20/06/2019,es,Dos Hermanas,Conil de la Frontera,3.0,1,1,1,1,0,Andalucía,Andalucía,No
294062,26/06/2018,es,Dos Hermanas,Granada,1.0,1,1,1,1,0,Andalucía,Andalucía,No
854195,26/06/2018,es,Dos Hermanas,Écija,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
456895,21/09/2018,es,Dos Hermanas,Jerez de la Frontera,21.0,1,9,1,7,1,Andalucía,Andalucía,No
675266,21/09/2018,es,Dos Hermanas,Córdoba,9.0,1,4,1,4,0,Andalucía,Andalucía,No
784517,21/09/2018,es,Dos Hermanas,Almería,5.0,1,2,1,2,0,Andalucía,Andalucía,No
294101,27/11/2018,es,Dos Hermanas,Granada,3.0,1,1,1,1,0,Andalucía,Andalucía,No
523534,31/05/2019,es,Dos Hermanas,Marbella,4.0,2,2,1,2,0,Andalucía,Andalucía,No
675300,31/05/2019,es,Dos Hermanas,Córdoba,8.0,1,4,1,3,2,Andalucía,Andalucía,No
829600,31/05/2019,es,Dos Hermanas,Cádiz,5.0,2,2,1,2,0,Andalucía,Andalucía,No
477058,21/09/2019,es,Dos Hermanas,Algeciras,10.0,1,3,1,3,0,Andalucía,Andalucía,No
653390,21/09/2019,es,Dos Hermanas,Jaén,2.0,1,1,1,1,0,Andalucía,Andalucía,No
836100,24/10/2018,es,Dos Hermanas,La Carolina,3.0,1,1,1,1,0,Andalucía,Andalucía,No
294152,24/10/2019,es,Dos Hermanas,Granada,5.0,1,2,1,2,1,Andalucía,Andalucía,No
653392,24/10/2019,es,Dos Hermanas,Jaén,2.0,1,1,1,1,0,Andalucía,Andalucía,No
784531,24/10/2019,es,Dos Hermanas,Almería,4.0,1,2,1,2,0,Andalucía,Andalucía,No
829617,24/10/2019,es,Dos Hermanas,Cádiz,5.0,1,2,1,2,0,Andalucía,Andalucía,No
294054,04/05/2018,es,Dos Hermanas,Granada,3.0,3,1,1,1,0,Andalucía,Andalucía,No
456891,04/05/2018,es,Dos Hermanas,Jerez de la Frontera,24.0,2,10,1,9,0,Andalucía,Andalucía,No
476964,04/05/2018,es,Dos Hermanas,Algeciras,4.0,1,2,1,2,0,Andalucía,Andalucía,No
675256,04/05/2018,es,Dos Hermanas,Córdoba,3.0,1,2,1,2,0,Andalucía,Andalucía,No
477019,04/05/2019,es,Dos Hermanas,Algeciras,3.0,2,1,1,1,0,Andalucía,Andalucía,No
566202,04/05/2019,es,Dos Hermanas,Málaga,3.0,1,1,1,1,0,Andalucía,Andalucía,No
860003,07/05/2019,es,Dos Hermanas,Linares,3.0,1,1,1,1,0,Andalucía,Andalucía,No
992974,07/05/2019,es,Dos Hermanas,Vejer de la Frontera,4.0,1,1,1,1,0,Andalucía,Andalucía,No
294138,07/09/2019,es,Dos Hermanas,Granada,3.0,2,1,1,1,0,Andalucía,Andalucía,No
1000075,07/09/2019,es,Dos Hermanas,Chipiona,3.0,1,1,1,1,0,Andalucía,Andalucía,No
294142,15/09/2019,es,Dos Hermanas,Granada,10.0,1,4,1,4,0,Andalucía,Andalucía,No
675308,15/09/2019,es,Dos Hermanas,Córdoba,12.0,1,5,1,5,0,Andalucía,Andalucía,No
779514,16/03/2018,es,Dos Hermanas,Úbeda,3.0,2,2,2,2,0,Andalucía,Andalucía,No
294053,03/05/2018,es,Dos Hermanas,Granada,4.0,3,2,1,2,0,Andalucía,Andalucía,No
294115,16/03/2019,es,Dos Hermanas,Granada,2.0,2,1,1,1,0,Andalucía,Andalucía,No
513251,16/03/2019,es,Dos Hermanas,El Puerto de Santa María,2.0,2,1,1,1,1,Andalucía,Andalucía,No
523521,16/03/2019,es,Dos Hermanas,Marbella,2.0,1,1,1,1,0,Andalucía,Andalucía,No
897646,16/03/2019,es,Dos Hermanas,Ronda,5.0,1,2,1,2,0,Andalucía,Andalucía,No
921695,16/03/2019,es,Dos Hermanas,Tarifa,3.0,2,1,1,1,1,Andalucía,Andalucía,No
1017960,16/03/2019,es,Dos Hermanas,Atarfe,2.0,1,1,1,1,0,Andalucía,Andalucía,No
477018,03/05/2019,es,Dos Hermanas,Algeciras,7.0,1,4,1,4,0,Andalucía,Andalucía,No
553313,03/05/2019,es,Dos Hermanas,San Fernando,3.0,1,1,1,1,0,Andalucía,Andalucía,No
997466,03/05/2019,es,Dos Hermanas,Rota,3.0,2,1,1,1,0,Andalucía,Andalucía,No
921690,20/08/2018,es,Dos Hermanas,Tarifa,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1000051,20/08/2018,es,Dos Hermanas,Chipiona,10.0,2,3,1,3,1,Andalucía,Andalucía,No
294132,19/08/2019,es,Dos Hermanas,Granada,3.0,3,1,1,1,0,Andalucía,Andalucía,No
784528,19/08/2019,es,Dos Hermanas,Almería,4.0,3,1,1,1,1,Andalucía,Andalucía,No
871911,19/08/2019,es,Dos Hermanas,Huelva,3.0,2,1,1,1,0,Andalucía,Andalucía,No
997471,19/08/2019,es,Dos Hermanas,Rota,11.0,1,4,1,3,0,Andalucía,Andalucía,No
1017961,19/08/2019,es,Dos Hermanas,Atarfe,3.0,1,1,1,1,0,Andalucía,Andalucía,No
294060,11/06/2018,es,Dos Hermanas,Granada,1.0,1,1,1,1,1,Andalucía,Andalucía,No
513237,11/06/2018,es,Dos Hermanas,El Puerto de Santa María,6.0,2,2,1,2,0,Andalucía,Andalucía,No
294086,19/10/2018,es,Dos Hermanas,Granada,2.0,2,1,1,1,0,Andalucía,Andalucía,No
