,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL,AÑO,SEMANA,MES
720148,2017-12-23,es,Albacete,Ciudad Real,10.0,3,8,2,7,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2017,51,12
720149,2017-12-27,es,Albacete,Ciudad Real,10.0,3,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2017,52,12
720150,2017-12-28,es,Albacete,Ciudad Real,12.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2017,52,12
720151,2017-12-29,es,Albacete,Ciudad Real,19.0,3,11,3,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2017,52,12
720152,2017-12-30,es,Albacete,Ciudad Real,7.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2017,52,12
720153,2018-01-01,es,Albacete,Ciudad Real,21.0,2,10,2,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,1,1
720154,2018-02-01,es,Albacete,Ciudad Real,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,5,2
720155,2018-05-01,es,Albacete,Ciudad Real,27.0,4,9,3,9,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,18,5
720156,2018-07-01,es,Albacete,Ciudad Real,17.0,4,13,3,13,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,26,7
720157,2018-10-01,es,Albacete,Ciudad Real,4.0,3,2,2,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,40,10
720158,2018-12-01,es,Albacete,Ciudad Real,28.0,1,12,1,10,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,48,12
720159,2018-01-14,es,Albacete,Ciudad Real,24.0,3,13,2,12,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,2,1
720160,2018-01-16,es,Albacete,Ciudad Real,14.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,3,1
720161,2018-01-18,es,Albacete,Ciudad Real,9.0,2,4,1,4,3,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,3,1
720162,2018-01-19,es,Albacete,Ciudad Real,18.0,4,11,4,11,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,3,1
720163,2018-01-22,es,Albacete,Ciudad Real,19.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,4,1
720164,2018-01-24,es,Albacete,Ciudad Real,5.0,2,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,4,1
720165,2018-01-26,es,Albacete,Ciudad Real,37.0,2,16,2,14,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,4,1
720166,2018-01-27,es,Albacete,Ciudad Real,9.0,2,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,4,1
720167,2018-01-28,es,Albacete,Ciudad Real,5.0,2,5,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,4,1
720168,2018-02-02,es,Albacete,Ciudad Real,24.0,9,11,5,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,5,2
720169,2018-04-02,es,Albacete,Ciudad Real,25.0,4,13,2,13,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,14,4
720170,2018-05-02,es,Albacete,Ciudad Real,22.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,18,5
720171,2018-09-02,es,Albacete,Ciudad Real,23.0,6,13,3,13,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,35,9
720172,2018-10-02,es,Albacete,Ciudad Real,7.0,3,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,40,10
720173,2018-11-02,es,Albacete,Ciudad Real,26.0,9,10,6,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,44,11
720174,2018-12-02,es,Albacete,Ciudad Real,14.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,48,12
720175,2018-02-13,es,Albacete,Ciudad Real,9.0,5,7,3,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,7,2
720176,2018-02-14,es,Albacete,Ciudad Real,11.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,7,2
720177,2018-02-15,es,Albacete,Ciudad Real,10.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,7,2
720178,2018-02-16,es,Albacete,Ciudad Real,36.0,3,17,3,17,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,7,2
720179,2018-02-17,es,Albacete,Ciudad Real,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,7,2
720180,2018-02-18,es,Albacete,Ciudad Real,25.0,4,12,3,12,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,7,2
720181,2018-02-19,es,Albacete,Ciudad Real,7.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,8,2
720182,2018-02-21,es,Albacete,Ciudad Real,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,8,2
720183,2018-02-23,es,Albacete,Ciudad Real,29.0,7,14,4,14,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,8,2
720184,2018-02-24,es,Albacete,Ciudad Real,14.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,8,2
720185,2018-02-25,es,Albacete,Ciudad Real,21.0,4,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,8,2
720186,2018-02-28,es,Albacete,Ciudad Real,5.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,9,2
720187,2018-02-03,es,Albacete,Ciudad Real,32.0,5,13,3,13,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,5,2
720188,2018-04-03,es,Albacete,Ciudad Real,20.0,8,10,4,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,14,4
720189,2018-06-03,es,Albacete,Ciudad Real,25.0,1,9,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,22,6
720190,2018-07-03,es,Albacete,Ciudad Real,2.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,27,7
720191,2018-08-03,es,Albacete,Ciudad Real,3.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,31,8
720192,2018-09-03,es,Albacete,Ciudad Real,25.0,2,13,2,12,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,36,9
720193,2018-10-03,es,Albacete,Ciudad Real,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,40,10
720194,2018-11-03,es,Albacete,Ciudad Real,24.0,5,13,3,12,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,44,11
720195,2018-03-16,es,Albacete,Ciudad Real,43.0,4,19,4,18,4,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,11,3
720196,2018-03-17,es,Albacete,Ciudad Real,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,11,3
720197,2018-03-18,es,Albacete,Ciudad Real,27.0,1,13,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,11,3
720198,2018-03-19,es,Albacete,Ciudad Real,12.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,12,3
720199,2018-03-20,es,Albacete,Ciudad Real,12.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,12,3
720200,2018-03-22,es,Albacete,Ciudad Real,5.0,4,2,2,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,12,3
720201,2018-03-23,es,Albacete,Ciudad Real,23.0,2,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,12,3
720202,2018-03-24,es,Albacete,Ciudad Real,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,12,3
720203,2018-03-28,es,Albacete,Ciudad Real,18.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,13,3
720204,2018-03-29,es,Albacete,Ciudad Real,15.0,2,10,2,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,13,3
720205,2018-01-04,es,Albacete,Ciudad Real,15.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,1,1
720206,2018-02-04,es,Albacete,Ciudad Real,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,5,2
720207,2018-03-04,es,Albacete,Ciudad Real,15.0,2,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,9,3
720208,2018-04-04,es,Albacete,Ciudad Real,16.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,14,4
720209,2018-05-04,es,Albacete,Ciudad Real,21.0,3,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,18,5
720210,2018-06-04,es,Albacete,Ciudad Real,9.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,23,6
720211,2018-07-04,es,Albacete,Ciudad Real,20.0,1,7,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,27,7
720212,2018-08-04,es,Albacete,Ciudad Real,21.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,31,8
720213,2018-12-04,es,Albacete,Ciudad Real,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,49,12
720214,2018-04-15,es,Albacete,Ciudad Real,15.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,15,4
720215,2018-04-16,es,Albacete,Ciudad Real,18.0,4,6,2,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,16,4
720216,2018-04-17,es,Albacete,Ciudad Real,14.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,16,4
720217,2018-04-20,es,Albacete,Ciudad Real,11.0,4,6,2,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,16,4
720218,2018-04-22,es,Albacete,Ciudad Real,34.0,1,16,1,16,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,16,4
720219,2018-04-24,es,Albacete,Ciudad Real,8.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,17,4
720220,2018-04-25,es,Albacete,Ciudad Real,3.0,2,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,17,4
720221,2018-04-26,es,Albacete,Ciudad Real,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,17,4
720222,2018-04-27,es,Albacete,Ciudad Real,24.0,2,14,2,14,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,17,4
720223,2018-04-29,es,Albacete,Ciudad Real,10.0,3,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,17,4
720224,2018-04-30,es,Albacete,Ciudad Real,7.0,4,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,18,4
720225,2018-01-05,es,Albacete,Ciudad Real,40.0,6,18,4,17,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,1,1
720226,2018-02-05,es,Albacete,Ciudad Real,13.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,6,2
720227,2018-04-05,es,Albacete,Ciudad Real,26.0,1,10,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,14,4
720228,2018-06-05,es,Albacete,Ciudad Real,24.0,7,12,5,12,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,23,6
720229,2018-07-05,es,Albacete,Ciudad Real,12.0,1,6,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,27,7
720230,2018-09-05,es,Albacete,Ciudad Real,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,36,9
720231,2018-11-05,es,Albacete,Ciudad Real,17.0,3,9,3,9,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,45,11
720232,2018-05-13,es,Albacete,Ciudad Real,27.0,3,14,3,14,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,19,5
720233,2018-05-17,es,Albacete,Ciudad Real,11.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,20,5
720234,2018-05-18,es,Albacete,Ciudad Real,33.0,1,15,1,14,3,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,20,5
720235,2018-05-21,es,Albacete,Ciudad Real,14.0,2,7,2,7,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,21,5
720236,2018-05-22,es,Albacete,Ciudad Real,12.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,21,5
720237,2018-05-23,es,Albacete,Ciudad Real,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,21,5
720238,2018-05-25,es,Albacete,Ciudad Real,18.0,1,10,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,21,5
720239,2018-05-27,es,Albacete,Ciudad Real,21.0,3,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,21,5
720240,2018-05-28,es,Albacete,Ciudad Real,13.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,22,5
720241,2018-05-30,es,Albacete,Ciudad Real,15.0,2,6,2,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,22,5
720242,2018-05-31,es,Albacete,Ciudad Real,4.0,3,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,22,5
720243,2018-01-06,es,Albacete,Ciudad Real,27.0,1,15,1,14,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,1,1
720244,2018-05-06,es,Albacete,Ciudad Real,18.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,18,5
720245,2018-07-06,es,Albacete,Ciudad Real,10.0,3,3,3,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,27,7
720246,2018-09-06,es,Albacete,Ciudad Real,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,36,9
720247,2018-11-06,es,Albacete,Ciudad Real,11.0,3,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,45,11
720248,2018-12-06,es,Albacete,Ciudad Real,12.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,49,12
720249,2018-06-13,es,Albacete,Ciudad Real,10.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,24,6
720250,2018-06-15,es,Albacete,Ciudad Real,23.0,2,11,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,24,6
720251,2018-06-16,es,Albacete,Ciudad Real,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,24,6
720252,2018-06-17,es,Albacete,Ciudad Real,20.0,1,11,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,24,6
720253,2018-06-18,es,Albacete,Ciudad Real,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,25,6
720254,2018-06-19,es,Albacete,Ciudad Real,10.0,2,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,25,6
720255,2018-06-21,es,Albacete,Ciudad Real,2.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,25,6
720256,2018-06-22,es,Albacete,Ciudad Real,51.0,4,25,2,25,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,25,6
720257,2018-06-23,es,Albacete,Ciudad Real,6.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,25,6
720258,2018-06-24,es,Albacete,Ciudad Real,16.0,2,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,25,6
720259,2018-03-07,es,Albacete,Ciudad Real,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,10,3
720260,2018-04-07,es,Albacete,Ciudad Real,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,14,4
720261,2018-05-07,es,Albacete,Ciudad Real,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,19,5
720262,2018-06-07,es,Albacete,Ciudad Real,16.0,4,8,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,23,6
720263,2018-12-07,es,Albacete,Ciudad Real,11.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,49,12
720264,2018-07-13,es,Albacete,Ciudad Real,14.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,28,7
720265,2018-07-15,es,Albacete,Ciudad Real,18.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,28,7
720266,2018-07-16,es,Albacete,Ciudad Real,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,29,7
720267,2018-07-17,es,Albacete,Ciudad Real,7.0,2,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,29,7
720268,2018-07-19,es,Albacete,Ciudad Real,5.0,3,2,2,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,29,7
720269,2018-07-20,es,Albacete,Ciudad Real,16.0,2,8,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,29,7
720270,2018-07-22,es,Albacete,Ciudad Real,22.0,3,13,2,13,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,29,7
720271,2018-07-23,es,Albacete,Ciudad Real,5.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,30,7
720272,2018-07-25,es,Albacete,Ciudad Real,12.0,1,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,30,7
720273,2018-07-26,es,Albacete,Ciudad Real,24.0,2,8,2,7,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,30,7
720274,2018-07-27,es,Albacete,Ciudad Real,13.0,2,6,2,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,30,7
720275,2018-07-28,es,Albacete,Ciudad Real,13.0,2,6,1,6,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,30,7
720276,2018-07-29,es,Albacete,Ciudad Real,17.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,30,7
720277,2018-02-08,es,Albacete,Ciudad Real,19.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,6,2
720278,2018-03-08,es,Albacete,Ciudad Real,17.0,2,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,10,3
720279,2018-04-08,es,Albacete,Ciudad Real,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,14,4
720280,2018-06-08,es,Albacete,Ciudad Real,22.0,2,10,2,7,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,23,6
720281,2018-07-08,es,Albacete,Ciudad Real,12.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,27,7
720282,2018-08-08,es,Albacete,Ciudad Real,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,32,8
720283,2018-11-08,es,Albacete,Ciudad Real,11.0,1,4,1,3,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,45,11
720284,2018-12-08,es,Albacete,Ciudad Real,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,49,12
720285,2018-08-14,es,Albacete,Ciudad Real,16.0,4,8,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,33,8
720286,2018-08-15,es,Albacete,Ciudad Real,12.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,33,8
720287,2018-08-16,es,Albacete,Ciudad Real,8.0,2,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,33,8
720288,2018-08-19,es,Albacete,Ciudad Real,25.0,2,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,33,8
720289,2018-08-20,es,Albacete,Ciudad Real,18.0,1,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,34,8
720290,2018-08-21,es,Albacete,Ciudad Real,12.0,1,5,1,5,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,34,8
720291,2018-08-24,es,Albacete,Ciudad Real,21.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,34,8
720292,2018-08-26,es,Albacete,Ciudad Real,26.0,1,13,1,12,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,34,8
720293,2018-08-27,es,Albacete,Ciudad Real,12.0,5,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,35,8
720294,2018-08-29,es,Albacete,Ciudad Real,12.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,35,8
720295,2018-08-31,es,Albacete,Ciudad Real,15.0,2,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,35,8
720296,2018-02-09,es,Albacete,Ciudad Real,21.0,1,11,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,6,2
720297,2018-07-09,es,Albacete,Ciudad Real,14.0,3,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,28,7
720298,2018-09-09,es,Albacete,Ciudad Real,22.0,5,11,4,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,36,9
720299,2018-10-09,es,Albacete,Ciudad Real,13.0,1,7,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,41,10
720300,2018-09-13,es,Albacete,Ciudad Real,9.0,3,4,2,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,37,9
720301,2018-09-14,es,Albacete,Ciudad Real,23.0,1,12,1,12,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,37,9
720302,2018-09-16,es,Albacete,Ciudad Real,39.0,10,19,7,16,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,37,9
720303,2018-09-17,es,Albacete,Ciudad Real,15.0,2,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,38,9
720304,2018-09-21,es,Albacete,Ciudad Real,25.0,5,15,4,13,4,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,38,9
720305,2018-09-23,es,Albacete,Ciudad Real,21.0,5,10,4,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,38,9
720306,2018-09-24,es,Albacete,Ciudad Real,20.0,3,9,2,8,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,39,9
720307,2018-09-25,es,Albacete,Ciudad Real,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,39,9
720308,2018-09-26,es,Albacete,Ciudad Real,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,39,9
720309,2018-09-27,es,Albacete,Ciudad Real,8.0,3,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,39,9
720310,2018-09-28,es,Albacete,Ciudad Real,42.0,3,22,2,21,4,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,39,9
720311,2018-09-30,es,Albacete,Ciudad Real,30.0,10,15,5,15,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,39,9
720312,2018-01-10,es,Albacete,Ciudad Real,19.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,2,1
720313,2018-03-10,es,Albacete,Ciudad Real,10.0,2,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No,2018,10,3
