Municipio,Autonomía
Òrrius,Cataluña
Pacs del Penedès,Cataluña
Palafolls,Cataluña
Palau-solità i Plegamans,Cataluña
Pallejà,Cataluña
Parets del Vallès,Cataluña
Perafita,Cataluña
Piera,Cataluña
Pineda de Mar,Cataluña
Polinyà,Cataluña
Pontons,Cataluña
Prats de Lluçanès,Cataluña
Premià de Mar,Cataluña
Puigdàlber,Cataluña
Puig-reig,Cataluña
Pujalt,Cataluña
Rajadell,Cataluña
Rellinars,Cataluña
Ripollet,Cataluña
Roda de Ter,Cataluña
Rubí,Cataluña
Rubió,Cataluña
Sabadell,Cataluña
Sagàs,Cataluña
Sant Pere Sallavinera,Cataluña
Saldes,Cataluña
Sallent,Cataluña
Santpedor,Cataluña
Sant Iscle de Vallalta,Cataluña
Sant Adrià de Besòs,Cataluña
Sant Agustí de Lluçanès,Cataluña
Sant Andreu de la Barca,Cataluña
Sant Andreu de Llavaneres,Cataluña
Sant Antoni de Vilamajor,Cataluña
Sant Bartomeu del Grau,Cataluña
Sant Boi de Llobregat,Cataluña
Sant Boi de Lluçanès,Cataluña
Sant Celoni,Cataluña
Sant Cebrià de Vallalta,Cataluña
Sant Climent de Llobregat,Cataluña
Sant Cugat del Vallès,Cataluña
Sant Cugat Sesgarrigues,Cataluña
Sant Esteve de Palautordera,Cataluña
Sant Esteve Sesrovires,Cataluña
Sant Fost de Campsentelles,Cataluña
Sant Feliu de Codines,Cataluña
Sant Feliu de Llobregat,Cataluña
Sant Feliu Sasserra,Cataluña
Sant Fruitós de Bages,Cataluña
Vilassar de Dalt,Cataluña
Sant Hipòlit de Voltregà,Cataluña
Sant Jaume de Frontanyà,Cataluña
Sant Joan Despí,Cataluña
Sant Joan de Vilatorrada,Cataluña
Vilassar de Mar,Cataluña
Sant Julià de Vilatorta,Cataluña
Sant Just Desvern,Cataluña
Sant Llorenç dHortons,Cataluña
Sant Llorenç Savall,Cataluña
Sant Martí de Centelles,Cataluña
Sant Martí dAlbars,Cataluña
Sant Martí de Tous,Cataluña
Sant Martí Sarroca,Cataluña
Sant Martí Sesgueioles,Cataluña
Sant Mateu de Bages,Cataluña
Premià de Dalt,Cataluña
Sant Pere de Ribes,Cataluña
Sant Pere de Riudebitlles,Cataluña
Sant Pere de Torelló,Cataluña
Sant Pere de Vilamajor,Cataluña
Sant Pol de Mar,Cataluña
Sant Quintí de Mediona,Cataluña
Sant Quirze de Besora,Cataluña
Sant Quirze del Vallès,Cataluña
Sant Quirze Safaja,Cataluña
Sant Sadurní dAnoia,Cataluña
Sant Sadurní dOsormort,Cataluña
Marganell,Cataluña
Santa Cecília de Voltregà,Cataluña
Santa Coloma de Cervelló,Cataluña
Santa Coloma de Gramenet,Cataluña
Santa Eugènia de Berga,Cataluña
Santa Eulàlia de Riuprimer,Cataluña
Santa Eulàlia de Ronçana,Cataluña
Santa Fe del Penedès,Cataluña
Santa Margarida de Montbui,Cataluña
Santa Margarida i els Monjos,Cataluña
Barberà del Vallès,Cataluña
Santa Maria de Besora,Cataluña
Santa Maria de Corcó,Cataluña
Santa Maria de Merlès,Cataluña
Santa Maria de Martorelles,Cataluña
Santa Maria de Miralles,Cataluña
Santa Maria dOló,Cataluña
Santa Maria de Palautordera,Cataluña
Santa Perpètua de Mogoda,Cataluña
Santa Susanna,Cataluña
Sant Vicenç de Castellet,Cataluña
Sant Vicenç dels Horts,Cataluña
Sant Vicenç de Montalt,Cataluña
Sant Vicenç de Torelló,Cataluña
Cerdanyola del Vallès,Cataluña
Sentmenat,Cataluña
Cercs,Cataluña
Seva,Cataluña
Sitges,Cataluña
Sobremunt,Cataluña
Sora,Cataluña
Subirats,Cataluña
Súria,Cataluña
Tavèrnoles,Cataluña
Tagamanent,Cataluña
Talamanca,Cataluña
Taradell,Cataluña
Terrassa,Cataluña
Tavertet,Cataluña
Teià,Cataluña
Tiana,Cataluña
Tona,Cataluña
Tordera,Cataluña
Torelló,Cataluña
Torrelavit,Cataluña
Torrelles de Foix,Cataluña
Torrelles de Llobregat,Cataluña
Ullastrell,Cataluña
Vacarisses,Cataluña
Vallbona dAnoia,Cataluña
Vallcebre,Cataluña
Vallgorguina,Cataluña
Vallirana,Cataluña
Vallromanes,Cataluña
Veciana,Cataluña
Vic,Cataluña
Vilada,Cataluña
Viladecavalls,Cataluña
Viladecans,Cataluña
Vilanova del Camí,Cataluña
Vilanova de Sau,Cataluña
Vilobí del Penedès,Cataluña
Vilafranca del Penedès,Cataluña
Vilalba Sasserra,Cataluña
Vilanova i la Geltrú,Cataluña
Viver i Serrateix,Cataluña
Rupit i Pruit,Cataluña
Vilanova del Vallès,Cataluña
Sant Julià de Cerdanyola,Cataluña
Badia del Vallès,Cataluña
Abajas,Castilla y León
Adrada de Haza,Castilla y León
Aguas Cándidas,Castilla y León
Aguilar de Bureba,Castilla y León
Albillos,Castilla y León
Alcocero de Mola,Castilla y León
Alfoz de Bricia,Castilla y León
Alfoz de Santa Gadea,Castilla y León
Altable,Castilla y León
Ameyugo,Castilla y León
Anguix,Castilla y León
Aranda de Duero,Castilla y León
Arandilla,Castilla y León
Arauzo de Miel,Castilla y León
Arauzo de Salce,Castilla y León
Arauzo de Torre,Castilla y León
Arcos,Castilla y León
Arenillas de Riopisuerga,Castilla y León
Arija,Castilla y León
Arlanzón,Castilla y León
Arraya de Oca,Castilla y León
Atapuerca,Castilla y León
Avellanosa de Muñó,Castilla y León
Bahabón de Esgueva,Castilla y León
Baños de Valdearados,Castilla y León
Bañuelos de Bureba,Castilla y León
Barbadillo de Herreros,Castilla y León
Barbadillo del Mercado,Castilla y León
Barbadillo del Pez,Castilla y León
Barrio de Muñó,Castilla y León
Barrios de Colina,Castilla y León
Basconcillos del Tozo,Castilla y León
Bascuñana,Castilla y León
Belbimbre,Castilla y León
Belorado,Castilla y León
Berberana,Castilla y León
Berlangas de Roa,Castilla y León
Berzosa de Bureba,Castilla y León
Bozoó,Castilla y León
Brazacorta,Castilla y León
Briviesca,Castilla y León
Bugedo,Castilla y León
Buniel,Castilla y León
Burgos,Castilla y León
Busto de Bureba,Castilla y León
Cabañes de Esgueva,Castilla y León
Cabezón de la Sierra,Castilla y León
Cavia,Castilla y León
Caleruega,Castilla y León
Campillo de Aranda,Castilla y León
Campolara,Castilla y León
Canicosa de la Sierra,Castilla y León
Cantabrana,Castilla y León
Carazo,Castilla y León
Carcedo de Bureba,Castilla y León
Carcedo de Burgos,Castilla y León
Cardeñadijo,Castilla y León
Cardeñajimeno,Castilla y León
Cardeñuela Riopico,Castilla y León
Carrias,Castilla y León
Cascajares de Bureba,Castilla y León
Cascajares de la Sierra,Castilla y León
Castellanos de Castro,Castilla y León
Castildelgado,Castilla y León
Castil de Peones,Castilla y León
Castrillo de la Reina,Castilla y León
Castrillo de la Vega,Castilla y León
Castrillo del Val,Castilla y León
Castrillo de Riopisuerga,Castilla y León
Castrillo Matajudíos,Castilla y León
Castrojeriz,Castilla y León
Cayuela,Castilla y León
Cebrecos,Castilla y León
Celada del Camino,Castilla y León
Cerezo de Río Tirón,Castilla y León
Cerratón de Juarros,Castilla y León
Ciadoncha,Castilla y León
Cillaperlata,Castilla y León
Cilleruelo de Abajo,Castilla y León
Cilleruelo de Arriba,Castilla y León
Ciruelos de Cervera,Castilla y León
Cogollos,Castilla y León
Condado de Treviño,Castilla y León
Contreras,Castilla y León
Coruña del Conde,Castilla y León
Covarrubias,Castilla y León
Cubillo del Campo,Castilla y León
Cubo de Bureba,Castilla y León
Cuevas de San Clemente,Castilla y León
Encío,Castilla y León
Espinosa de Cervera,Castilla y León
Espinosa del Camino,Castilla y León
Espinosa de los Monteros,Castilla y León
Estépar,Castilla y León
Fontioso,Castilla y León
Frandovínez,Castilla y León
Fresneda de la Sierra Tirón,Castilla y León
Fresneña,Castilla y León
Fresnillo de las Dueñas,Castilla y León
Fresno de Río Tirón,Castilla y León
Fresno de Rodilla,Castilla y León
Frías,Castilla y León
Fuentebureba,Castilla y León
Fuentecén,Castilla y León
Fuentelcésped,Castilla y León
Fuentelisendo,Castilla y León
Fuentemolinos,Castilla y León
Fuentenebro,Castilla y León
Fuentespina,Castilla y León
Galbarros,Castilla y León
Grijalba,Castilla y León
Grisaleña,Castilla y León
Gumiel de Izán,Castilla y León
Gumiel de Mercado,Castilla y León
Hacinas,Castilla y León
Haza,Castilla y León
Hontanas,Castilla y León
Hontangas,Castilla y León
Hontoria de la Cantera,Castilla y León
Hontoria del Pinar,Castilla y León
Hontoria de Valdearados,Castilla y León
Hornillos del Camino,Castilla y León
Hortigüela,Castilla y León
Hoyales de Roa,Castilla y León
Huérmeces,Castilla y León
Huerta de Arriba,Castilla y León
Huerta de Rey,Castilla y León
Humada,Castilla y León
Hurones,Castilla y León
Ibeas de Juarros,Castilla y León
Ibrillos,Castilla y León
Iglesiarrubia,Castilla y León
Iglesias,Castilla y León
Isar,Castilla y León
Itero del Castillo,Castilla y León
Jaramillo de la Fuente,Castilla y León
Jaramillo Quemado,Castilla y León
Junta de Traslaloma,Castilla y León
Junta de Villalba de Losa,Castilla y León
Jurisdicción de Lara,Castilla y León
Jurisdicción de San Zadornil,Castilla y León
Lerma,Castilla y León
Llano de Bureba,Castilla y León
Madrigal del Monte,Castilla y León
Madrigalejo del Monte,Castilla y León
Mahamud,Castilla y León
Mambrilla de Castrejón,Castilla y León
Mambrillas de Lara,Castilla y León
Mamolar,Castilla y León
Manciles,Castilla y León
Mazuela,Castilla y León
Mecerreyes,Castilla y León
Medina de Pomar,Castilla y León
Melgar de Fernamental,Castilla y León
Merindad de Cuesta-Urria,Castilla y León
Merindad de Montija,Castilla y León
Merindad de Sotoscueva,Castilla y León
Merindad de Valdeporres,Castilla y León
Merindad de Valdivielso,Castilla y León
Milagros,Castilla y León
Miranda de Ebro,Castilla y León
Miraveche,Castilla y León
Modúbar de la Emparedada,Castilla y León
Monasterio de la Sierra,Castilla y León
Monasterio de Rodilla,Castilla y León
Moncalvillo,Castilla y León
Monterrubio de la Demanda,Castilla y León
Montorio,Castilla y León
Moradillo de Roa,Castilla y León
Nava de Roa,Castilla y León
Navas de Bureba,Castilla y León
Nebreda,Castilla y León
Neila,Castilla y León
Olmedillo de Roa,Castilla y León
Olmillos de Muñó,Castilla y León
Oña,Castilla y León
Oquillas,Castilla y León
Orbaneja Riopico,Castilla y León
Padilla de Abajo,Castilla y León
Padilla de Arriba,Castilla y León
Padrones de Bureba,Castilla y León
Palacios de la Sierra,Castilla y León
Palacios de Riopisuerga,Castilla y León
Palazuelos de la Sierra,Castilla y León
Palazuelos de Muñó,Castilla y León
Pampliega,Castilla y León
Pancorbo,Castilla y León
Pardilla,Castilla y León
Partido de la Sierra en Tobalina,Castilla y León
Pedrosa de Duero,Castilla y León
Pedrosa del Páramo,Castilla y León
Pedrosa del Príncipe,Castilla y León
Pedrosa de Río Úrbel,Castilla y León
Peñaranda de Duero,Castilla y León
Peral de Arlanza,Castilla y León
Piérnigas,Castilla y León
Pineda de la Sierra,Castilla y León
Pineda Trasmonte,Castilla y León
Pinilla de los Barruecos,Castilla y León
Pinilla de los Moros,Castilla y León
Pinilla Trasmonte,Castilla y León
Poza de la Sal,Castilla y León
Prádanos de Bureba,Castilla y León
Pradoluengo,Castilla y León
Presencio,Castilla y León
Puentedura,Castilla y León
Quemada,Castilla y León
Quintanabureba,Castilla y León
Quintana del Pidio,Castilla y León
Quintanaélez,Castilla y León
Quintanaortuño,Castilla y León
Quintanapalla,Castilla y León
Quintanar de la Sierra,Castilla y León
Quintanavides,Castilla y León
Quintanilla de la Mata,Castilla y León
Quintanilla del Coco,Castilla y León
Quintanilla San García,Castilla y León
Quintanilla Vivar,Castilla y León
Rabanera del Pinar,Castilla y León
Rábanos,Castilla y León
Rabé de las Calzadas,Castilla y León
Rebolledo de la Torre,Castilla y León
Redecilla del Camino,Castilla y León
Redecilla del Campo,Castilla y León
Regumiel de la Sierra,Castilla y León
Reinoso,Castilla y León
Retuerta,Castilla y León
Revilla del Campo,Castilla y León
Revillarruz,Castilla y León
Revilla Vallejera,Castilla y León
Rezmondo,Castilla y León
Riocavado de la Sierra,Castilla y León
Roa,Castilla y León
Rojas,Castilla y León
Royuela de Río Franco,Castilla y León
Rubena,Castilla y León
Rublacedo de Abajo,Castilla y León
Rucandio,Castilla y León
Salas de Bureba,Castilla y León
Salas de los Infantes,Castilla y León
Saldaña de Burgos,Castilla y León
Salinillas de Bureba,Castilla y León
San Adrián de Juarros,Castilla y León
San Juan del Monte,Castilla y León
San Mamés de Burgos,Castilla y León
San Martín de Rubiales,Castilla y León
San Millán de Lara,Castilla y León
Santa Cecilia,Castilla y León
Santa Cruz de la Salceda,Castilla y León
Santa Cruz del Valle Urbión,Castilla y León
Santa Gadea del Cid,Castilla y León
Santa Inés,Castilla y León
Santa María del Campo,Castilla y León
Santa María del Invierno,Castilla y León
Santa María del Mercadillo,Castilla y León
Santa María Rivarredonda,Castilla y León
Santa Olalla de Bureba,Castilla y León
Santibáñez de Esgueva,Castilla y León
Santibáñez del Val,Castilla y León
Santo Domingo de Silos,Castilla y León
San Vicente del Valle,Castilla y León
Sargentes de la Lora,Castilla y León
Sarracín,Castilla y León
Sasamón,Castilla y León
Solarana,Castilla y León
Sordillos,Castilla y León
Sotillo de la Ribera,Castilla y León
Sotragero,Castilla y León
Sotresgudo,Castilla y León
Susinos del Páramo,Castilla y León
Tamarón,Castilla y León
Tardajos,Castilla y León
Tejada,Castilla y León
Terradillos de Esgueva,Castilla y León
Tinieblas de la Sierra,Castilla y León
Tobar,Castilla y León
Tordómar,Castilla y León
Torrecilla del Monte,Castilla y León
Torregalindo,Castilla y León
Torrelara,Castilla y León
Torrepadre,Castilla y León
Torresandino,Castilla y León
Tórtoles de Esgueva,Castilla y León
Tosantos,Castilla y León
Trespaderne,Castilla y León
Tubilla del Agua,Castilla y León
Tubilla del Lago,Castilla y León
Úrbel del Castillo,Castilla y León
Vadocondes,Castilla y León
Valdeande,Castilla y León
Valdezate,Castilla y León
Valdorros,Castilla y León
Valmala,Castilla y León
Vallarta de Bureba,Castilla y León
Valle de Manzanedo,Castilla y León
Valle de Mena,Castilla y León
Valle de Oca,Castilla y León
Valle de Tobalina,Castilla y León
Valle de Valdebezana,Castilla y León
Valle de Valdelaguna,Castilla y León
Valle de Valdelucio,Castilla y León
Valle de Zamanzas,Castilla y León
Vallejera,Castilla y León
Valles de Palenzuela,Castilla y León
Valluércanes,Castilla y León
Vileña,Castilla y León
Viloria de Rioja,Castilla y León
Vilviestre del Pinar,Castilla y León
Villadiego,Castilla y León
Villaescusa de Roa,Castilla y León
Villaescusa la Sombría,Castilla y León
Villaespasa,Castilla y León
Villafranca Montes de Oca,Castilla y León
Villafruela,Castilla y León
Villagalijo,Castilla y León
Villagonzalo Pedernales,Castilla y León
Villahoz,Castilla y León
Villalba de Duero,Castilla y León
Villalbilla de Burgos,Castilla y León
Villalbilla de Gumiel,Castilla y León
Villaldemiro,Castilla y León
Villalmanzo,Castilla y León
Villamayor de los Montes,Castilla y León
Villamayor de Treviño,Castilla y León
Villambistia,Castilla y León
Villamedianilla,Castilla y León
Villamiel de la Sierra,Castilla y León
Villangómez,Castilla y León
Villanueva de Argaño,Castilla y León
Villanueva de Carazo,Castilla y León
Villanueva de Gumiel,Castilla y León
Villanueva de Teba,Castilla y León
Villaquirán de la Puebla,Castilla y León
Villaquirán de los Infantes,Castilla y León
Villariezo,Castilla y León
Villasandino,Castilla y León
Villasur de Herreros,Castilla y León
Villatuelda,Castilla y León
Villaverde del Monte,Castilla y León
Villaverde-Mogina,Castilla y León
Villayerno Morquillas,Castilla y León
Villazopeque,Castilla y León
Villegas,Castilla y León
Villoruebo,Castilla y León
Vizcaínos,Castilla y León
Zael,Castilla y León
Zarzosa de Río Pisuerga,Castilla y León
Zazuar,Castilla y León
Zuñeda,Castilla y León
Quintanilla del Agua y Tordueles,Castilla y León
Valle de Santibáñez,Castilla y León
Villarcayo de Merindad de Castilla la Vieja,Castilla y León
Valle de las Navas,Castilla y León
Valle de Sedano,Castilla y León
Merindad de Río Ubierna,Castilla y León
Alfoz de Quintanadueñas,Castilla y León
Valle de Losa,Castilla y León
Abadía,Extremadura
Abertura,Extremadura
Acebo,Extremadura
Acehúche,Extremadura
Aceituna,Extremadura
Ahigal,Extremadura
Albalá,Extremadura
Alcántara,Extremadura
Alcollarín,Extremadura
Alcuéscar,Extremadura
Aldeacentenera,Extremadura
Aldea del Cano,Extremadura
Aldeanueva de la Vera,Extremadura
Aldeanueva del Camino,Extremadura
Aldehuela de Jerte,Extremadura
Alía,Extremadura
Aliseda,Extremadura
Almaraz,Extremadura
Almoharín,Extremadura
Arroyo de la Luz,Extremadura
Arroyomolinos de la Vera,Extremadura
Arroyomolinos,Extremadura
Baños de Montemayor,Extremadura
Barrado,Extremadura
Belvís de Monroy,Extremadura
Benquerencia,Extremadura
Berrocalejo,Extremadura
Berzocana,Extremadura
Bohonal de Ibor,Extremadura
Botija,Extremadura
Brozas,Extremadura
Cabañas del Castillo,Extremadura
Cabezabellosa,Extremadura
Cabezuela del Valle,Extremadura
Cabrero,Extremadura
Cáceres,Extremadura
Cachorrilla,Extremadura
Cadalso,Extremadura
Calzadilla,Extremadura
Caminomorisco,Extremadura
Campillo de Deleitosa,Extremadura
Campo Lugar,Extremadura
Cañamero,Extremadura
Cañaveral,Extremadura
Carbajo,Extremadura
Carcaboso,Extremadura
Carrascalejo,Extremadura
Casar de Cáceres,Extremadura
Casar de Palomero,Extremadura
Casares de las Hurdes,Extremadura
Casas de Don Antonio,Extremadura
Casas de Don Gómez,Extremadura
Casas del Castañar,Extremadura
Casas del Monte,Extremadura
Casas de Millán,Extremadura
Casas de Miravete,Extremadura
Casatejada,Extremadura
Casillas de Coria,Extremadura
Castañar de Ibor,Extremadura
Ceclavín,Extremadura
Cedillo,Extremadura
Cerezo,Extremadura
Cilleros,Extremadura
Collado,Extremadura
Conquista de la Sierra,Extremadura
Coria,Extremadura
Cuacos de Yuste,Extremadura
Deleitosa,Extremadura
Descargamaría,Extremadura
Eljas,Extremadura
Escurial,Extremadura
Fresnedoso de Ibor,Extremadura
Galisteo,Extremadura
Garciaz,Extremadura
Garganta la Olla,Extremadura
Gargantilla,Extremadura
Gargüera,Extremadura
Garrovillas de Alconétar,Extremadura
Garvín,Extremadura
Gata,Extremadura
Guadalupe,Extremadura
Guijo de Coria,Extremadura
Guijo de Galisteo,Extremadura
Guijo de Granadilla,Extremadura
Guijo de Santa Bárbara,Extremadura
Herguijuela,Extremadura
Hernán-Pérez,Extremadura
Herrera de Alcántara,Extremadura
Herreruela,Extremadura
Hervás,Extremadura
Higuera,Extremadura
Hinojal,Extremadura
Holguera,Extremadura
Hoyos,Extremadura
Huélaga,Extremadura
Ibahernando,Extremadura
Jaraicejo,Extremadura
Jaraíz de la Vera,Extremadura
Jarandilla de la Vera,Extremadura
Jarilla,Extremadura
Jerte,Extremadura
Ladrillar,Extremadura
Logrosán,Extremadura
Losar de la Vera,Extremadura
Madrigal de la Vera,Extremadura
Madrigalejo,Extremadura
Madroñera,Extremadura
Majadas,Extremadura
Malpartida de Cáceres,Extremadura
Malpartida de Plasencia,Extremadura
Marchagaz,Extremadura
Mata de Alcántara,Extremadura
Membrío,Extremadura
Mesas de Ibor,Extremadura
Miajadas,Extremadura
Millanes,Extremadura
Mirabel,Extremadura
Mohedas de Granadilla,Extremadura
Monroy,Extremadura
Montánchez,Extremadura
Montehermoso,Extremadura
Moraleja,Extremadura
Morcillo,Extremadura
Navaconcejo,Extremadura
Navalmoral de la Mata,Extremadura
Navalvillar de Ibor,Extremadura
Navas del Madroño,Extremadura
Navezuelas,Extremadura
Nuñomoral,Extremadura
Oliva de Plasencia,Extremadura
Palomero,Extremadura
Pasarón de la Vera,Extremadura
